Team,Team_ID,Name,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
Atlanta,2,T.Johnson,DT,1,5,0,0,1,Neutral Zone Infraction (1),2,2009
Carolina,5,L.Leonard,DT,1,5,0,0,1,Defensive Offside (1),2,2009
Carolina,5,L.Johnson,LB,1,5,0,0,1,False Start (1),2,2009
Detroit,11,M.Manuel,SS,1,5,0,0,0,Illegal Contact (1),2,2009
Detroit,11,D.Northcutt,WR,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
Cincinnati,7,E.Mathis,G,1,5,0,0,1,False Start (1),2,2009
Green Bay,12,R.Pickett,NT,1,5,0,0,1,Neutral Zone Infraction (1),2,2009
Green Bay,12,A.Kampman,DE,0,0,1,0,1,Defensive Offside (1),2,2009
Cincinnati,7,K.Huber,P,0,0,1,0,1,Delay of Game (1),2,2009
Jacksonville,15,M.Williams,G,1,5,0,0,1,False Start (1),2,2009
Jacksonville,15,G.Estandia,TE,1,5,0,0,1,Illegal Motion (1),2,2009
Jacksonville,15,J.Henderson,NT,1,5,0,0,1,Defensive Offside (1),2,2009
Arizona,1,B.Graham,P,1,5,0,0,1,Delay of Game (1),2,2009
Oakland,26,G.Ellis,DE,1,5,0,0,1,Defensive Offside (1),2,2009
Kansas City,16,M.Goff,G,1,5,0,0,1,False Start (1),2,2009
Kansas City,16,I.Ndukwe,G,1,5,0,0,0,Ineligible Downfield Pass (1),2,2009
Kansas City,16,M.Leggett,DB,0,0,1,0,0,Illegal Contact (1),2,2009
New England,24,C.Baker,TE,1,10,0,0,0,Offensive Holding (1),2,2009
N.Y. Jets,23,L.Sheppard,CB,1,5,0,0,0,Illegal Contact (1),2,2009
New England,24,S.Aiken,WR,1,9,0,0,0,Offensive Holding (1),2,2009
New England,24,J.Galloway,WR,1,5,0,0,1,Illegal Formation (1),2,2009
New England,24,R.Moss,WR,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
N.Y. Jets,23,K.Jenkins,NT,1,5,0,0,1,Encroachment (1),2,2009
New England,24,C.Hanson,P,1,5,0,0,1,Delay of Game (1),2,2009
New England,24,B.Watson,TE,1,10,0,0,0,Offensive Holding (1),2,2009
Philadelphia,27,T.White,OLB,1,6,0,0,0,Offensive Holding (1),2,2009
Houston,13,C.Pitts,G,1,5,0,0,1,False Start (1),2,2009
Tennessee,34,J.Kearse,DE,1,5,0,0,1,Defensive Offside (1),2,2009
Houston,13,De.Robinson,DT,1,5,0,0,0,Illegal Use of Hands (1),2,2009
Tennessee,34,C.Allred,OLB,1,10,0,0,0,Offensive Holding (1),2,2009
Houston,13,V.Leach,FB,1,15,0,0,0,Unnecessary Roughness (1),2,2009
Washington,35,J.Jarmon,DE,1,15,0,0,0,Roughing the Passer (1),2,2009
St. Louis,32,S.Gado,RB,1,5,0,0,1,False Start (1),2,2009
Buffalo,4,K.Ellison,ILB,1,5,0,0,0,Offensive Holding (1),2,2009
Buffalo,4,Nic.Harris,OLB,1,5,0,0,0,Ineligible Downfield Kick (1),2,2009
Buffalo,4,J.Reed,WR,1,5,0,0,1,False Start (1),2,2009
Buffalo,4,D.Fine,TE,1,5,0,0,0,Ineligible Downfield Kick (1),2,2009
Tampa Bay,33,S.Stroughter,WR,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
Buffalo,4,A.Youboty,CB,0,0,1,0,0,Defensive Holding (1),2,2009
Tampa Bay,33,C.Hovan,DT,1,2,0,0,1,Neutral Zone Infraction (1),2,2009
Buffalo,4,K.Mitchell,LB,1,15,0,0,0,Roughing the Passer (1),2,2009
Seattle,31,C.Redding,DE,1,5,0,0,1,Encroachment (1),2,2009
Seattle,31,B.Frye,T,1,5,0,0,1,False Start (1),2,2009
San Francisco,30,E.Heitmann,C,1,10,0,0,0,Offensive Holding (1),2,2009
Seattle,31,K.Lucas,CB,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
San Francisco,30,T.Pashos,T,1,10,0,0,0,Offensive Holding (1),2,2009
Seattle,31,R.Willis,T,1,5,0,0,1,False Start (1),2,2009
Pittsburgh,28,P.Bailey,LB,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
Chicago,6,J.McKie,RB,1,10,0,0,0,Offensive Holding (1),2,2009
Chicago,6,A.Ogunleye,DE,1,5,0,0,1,Defensive Offside (1),2,2009
Chicago,6,M.Anderson,DE,1,15,0,0,0,Unnecessary Roughness (1),2,2009
Chicago,6,A.Afalava,SS,1,10,0,0,0,Offensive Holding (1),2,2009
San Diego,29,S.Cooper,LB,1,5,0,0,1,Defensive Delay of Game (1),2,2009
San Diego,29,T.Dobbins,LB,1,0,0,0,0,Unnecessary Roughness (1),2,2009
Baltimore,3,M.Lawrence,RB,1,15,0,0,0,Unnecessary Roughness (1),2,2009
Baltimore,3,T.Pryce,DE,1,0,0,0,0,Roughing the Passer (1),2,2009
N.Y. Giants,22,C.Brown,DB,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
Dallas,9,B.Carpenter,LB,1,5,0,0,0,Defensive Holding (1),2,2009
Miami,20,J.Smiley,G,1,5,0,0,1,False Start (1),2,2009
Jacksonville,15,K.Cox,DB,1,5,0,0,0,Illegal Touch Kick (1),2,2009
Jacksonville,15,J.Scobee,K,1,15,0,0,0,Unsportsmanlike Conduct (1),2,2009
Denver,10,B.Marshall,WR,1,15,0,0,0,Offensive Holding (1),2,2009
Carolina,5,C.Munnerlyn,DB,0,0,1,0,0,Illegal Use of Hands (1),2,2009
San Francisco,30,S.Hill,QB,3,20,0,0,2,"Delay of Game (2), Intentional Grounding (1)",3,2009
Minnesota,21,B.Favre,QB,3,14,0,0,2,"Delay of Game (2), Illegal Forward Pass (1)",3,2009
Buffalo,4,E.Wood,C,2,15,1,0,0,"Offensive Holding (1), Tripping (1), Ineligible Downfield Pass (1)",3,2009
N.Y. Giants,22,S.Smith,WR,2,10,1,0,2,"False Start (1), Illegal Touch Pass (1), Illegal Motion (1)",3,2009
Minnesota,21,C.Griffin,CB,1,5,1,0,1,"Illegal Contact (1), Defensive Delay of Game (1)",3,2009
Oakland,26,C.Morris,C,1,10,0,1,0,Offensive Holding (2),3,2009
Indianapolis,14,P.Garcon,WR,1,10,0,1,0,"Face Mask (15 Yards) (1), Offensive Holding (1)",3,2009
Arizona,1,D.Rodgers,CB,1,5,0,1,1,"Defensive Offside (1), Unsportsmanlike Conduct (1)",3,2009
Carolina,5,M.Muhammad,WR,2,20,0,0,0,"Offensive Pass Interference (1), Offensive Holding (1)",3,2009
Dallas,9,F.Adams,T,2,10,0,0,2,False Start (2),3,2009
Kansas City,16,M.Bradley,WR,2,20,0,0,0,"Offensive Pass Interference (1), Offensive Holding (1)",3,2009
Chicago,6,C.Williams,T,2,10,0,0,2,False Start (2),3,2009
St. Louis,32,A.Goldberg,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",3,2009
N.Y. Giants,22,B.Johnson,DB,2,35,0,0,0,"Defensive Pass Interference (1), Offensive Holding (1)",3,2009
New Orleans,25,T.Hargrove,DE,2,32,0,0,0,"Unnecessary Roughness (1), Roughing the Passer (1)",3,2009
Pittsburgh,28,H.Ward,WR,2,19,0,0,0,Offensive Pass Interference (2),3,2009
Miami,20,W.Allen,DB,2,14,0,0,0,"Defensive Pass Interference (1), Personal Foul (1)",3,2009
Cleveland,8,R.Smith,DE,1,13,1,0,0,"Illegal Use of Hands (1), Unsportsmanlike Conduct (1)",3,2009
Detroit,11,J.Hunter,DE,2,20,0,0,1,"Face Mask (15 Yards) (1), Defensive Offside (1)",3,2009
Minnesota,21,R.Edwards,DE,0,0,1,0,1,Defensive Offside (1),3,2009
Atlanta,2,S.Baker,T,1,5,0,0,1,False Start (1),3,2009
Denver,10,D.Graham,TE,1,10,0,0,0,Offensive Holding (1),3,2009
Baltimore,3,L.Webb,FS,0,0,1,0,1,Defensive Offside (1),3,2009
Cincinnati,7,B.Williams,G,1,10,0,0,0,Offensive Holding (1),3,2009
San Francisco,30,S.Spencer,CB,1,15,0,0,0,Taunting (1),3,2009
Chicago,6,N.Roach,MLB,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
Seattle,31,L.Laury,LB,1,10,0,0,0,Offensive Holding (1),3,2009
Denver,10,R.Fields,DT,0,0,0,1,0,Roughing the Passer (1),3,2009
Cleveland,8,B.Edwards,WR,1,5,0,0,1,False Start (1),3,2009
Cleveland,8,S.Rogers,DT,1,13,0,0,0,Unnecessary Roughness (1),3,2009
Green Bay,12,C.Woodson,FS,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
Kansas City,16,R.Niswanger,C,0,0,1,0,0,Offensive Holding (1),3,2009
Baltimore,3,F.Walker,DB,1,3,0,0,0,Offensive Holding (1),3,2009
Baltimore,3,E.Reed,FS,1,25,0,0,0,Defensive Pass Interference (1),3,2009
Atlanta,2,M.Jenkins,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
Tampa Bay,33,D.Penn,T,0,0,1,0,0,Offensive Holding (1),3,2009
Buffalo,4,J.Byrd,FS,1,13,0,0,0,Unsportsmanlike Conduct (1),3,2009
Washington,35,A.Haynesworth,DT,1,5,0,0,1,Defensive Offside (1),3,2009
Cincinnati,7,J.Foschi,TE,1,10,0,0,0,Offensive Holding (1),3,2009
Houston,13,A.Smith,DE,1,15,0,0,0,Horse Collar Tackle (1),3,2009
Washington,35,F.Smoot,CB,1,5,0,0,0,Illegal Contact (1),3,2009
New Orleans,25,M.Jenkins,DB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Cincinnati,7,L.Hall,CB,0,0,1,0,0,Illegal Contact (1),3,2009
Detroit,11,C.Fitzsimmons,TE,1,9,0,0,0,Offensive Pass Interference (1),3,2009
Tennessee,34,K.Collins,QB,1,5,0,0,1,Delay of Game (1),3,2009
Washington,35,C.Rabach,C,1,10,0,0,0,Offensive Holding (1),3,2009
Oakland,26,R.Seymour,DT,1,14,0,0,0,Unnecessary Roughness (1),3,2009
Tampa Bay,33,R.Barber,FS,1,5,0,0,0,Illegal Use of Hands (1),3,2009
Minnesota,21,A.Herrera,G,1,10,0,0,0,Offensive Holding (1),3,2009
Green Bay,12,A.Hawk,LB,1,5,0,0,0,Defensive Holding (1),3,2009
Indianapolis,14,A.Bethea,SS,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
St. Louis,32,C.Ah You,DT,1,5,0,0,0,Illegal Use of Hands (1),3,2009
St. Louis,32,B.Fletcher,DB,0,0,1,0,0,Defensive Pass Interference (1),3,2009
Carolina,5,J.Otah,T,1,5,0,0,1,False Start (1),3,2009
San Francisco,30,J.Smith,DE,1,15,0,0,0,Unnecessary Roughness (1),3,2009
Minnesota,21,E.Frampton,DB,1,7,0,0,0,Offensive Holding (1),3,2009
Minnesota,21,F.Evans,DT,1,5,0,0,1,Encroachment (1),3,2009
Dallas,9,T.Romo,QB,1,10,0,0,0,Intentional Grounding (1),3,2009
Pittsburgh,28,W.Colon,G,1,10,0,0,0,Offensive Holding (1),3,2009
Cleveland,8,J.Thomas,T,0,0,1,0,0,Ineligible Downfield Pass (1),3,2009
Oakland,26,C.Johnson,CB,1,12,0,0,0,Defensive Pass Interference (1),3,2009
Oakland,26,T.Kelly,DE,1,2,0,0,1,Defensive Offside (1),3,2009
Kansas City,16,B.Carr,CB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Kansas City,16,B.Albert,T,1,10,0,0,0,Offensive Holding (1),3,2009
Indianapolis,14,E.Foster,DT,1,15,0,0,0,Roughing the Passer (1),3,2009
Arizona,1,L.Brown,T,1,10,0,0,0,Offensive Holding (1),3,2009
Tampa Bay,33,J.Zuttah,C,1,5,0,0,1,False Start (1),3,2009
Green Bay,12,J.Sitton,G,1,5,0,0,1,False Start (1),3,2009
Chicago,6,J.Cutler,QB,1,15,0,0,0,Chop Block (1),3,2009
New Orleans,25,C.Nicks,G,1,10,0,0,0,Offensive Holding (1),3,2009
Chicago,6,F.Omiyale,T,1,5,0,0,1,False Start (1),3,2009
New Orleans,25,Z.Strief,T,1,5,0,0,1,False Start (1),3,2009
Houston,13,D.Brown,T,1,5,0,0,1,False Start (1),3,2009
Indianapolis,14,J.Lacey,DB,1,8,0,0,0,Offensive Holding (1),3,2009
Dallas,9,M.Bennett,TE,1,10,0,0,0,Offensive Holding (1),3,2009
Atlanta,2,B.Grimes,CB,1,9,0,0,0,Defensive Pass Interference (1),3,2009
Green Bay,12,S.Wells,C,1,10,0,0,0,Offensive Holding (1),3,2009
Baltimore,3,T.Suggs,OLB,1,15,0,0,0,Unnecessary Roughness (1),3,2009
Pittsburgh,28,R.Clark,FS,1,17,0,0,0,Defensive Pass Interference (1),3,2009
Tennessee,34,M.Roos,T,1,5,0,0,1,False Start (1),3,2009
Kansas City,16,M.Cassel,QB,1,5,0,0,1,Delay of Game (1),3,2009
Indianapolis,14,P.Wheeler,LB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Jacksonville,15,M.Lewis,TE,1,5,0,0,0,Illegal Touch Pass (1),3,2009
San Diego,29,S.Phillips,OLB,1,0,0,0,1,Defensive Offside (1),3,2009
Chicago,6,A.Adams,DT,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
Jacksonville,15,G.Jones,LB,1,10,0,0,0,Offensive Holding (1),3,2009
Washington,35,K.Golston,DE,1,5,0,0,1,Encroachment (1),3,2009
Detroit,11,B.Pettigrew,TE,1,5,0,0,1,False Start (1),3,2009
Carolina,5,C.Godfrey,FS,1,15,0,0,0,Unnecessary Roughness (1),3,2009
Dallas,9,J.Phillips,TE,1,5,0,0,1,False Start (1),3,2009
N.Y. Jets,23,N.Mangold,C,1,10,0,0,0,Offensive Holding (1),3,2009
Tennessee,34,J.Scott,G,1,5,0,0,1,False Start (1),3,2009
Tampa Bay,33,J.Trueblood,T,1,5,0,0,1,False Start (1),3,2009
Houston,13,K.Walter,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
New England,24,K.Faulk,RB,1,5,0,0,1,Illegal Motion (1),3,2009
New Orleans,25,J.Bushrod,T,1,5,0,0,1,False Start (1),3,2009
Oakland,26,L.Murphy,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
Pittsburgh,28,M.Starks,T,0,0,1,0,0,Offensive Holding (1),3,2009
Miami,20,B.Hartline,WR,1,5,0,0,1,False Start (1),3,2009
Houston,13,B.Cushing,ILB,1,15,0,0,0,Unnecessary Roughness (1),3,2009
Miami,20,C.Henne,QB,1,5,0,0,0,Illegal Forward Pass (1),3,2009
Buffalo,4,T.Edwards,QB,1,13,0,0,0,Intentional Grounding (1),3,2009
Carolina,5,T.Fiammetta,FB,1,5,0,0,1,False Start (1),3,2009
Philadelphia,27,E.Buckley,RB,1,5,0,0,1,Defensive Offside (1),3,2009
Baltimore,3,T.Heap,TE,1,6,0,0,1,False Start (1),3,2009
N.Y. Jets,23,D.Woody,T,1,5,0,0,1,False Start (1),3,2009
New Orleans,25,J.Stinchcomb,T,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Washington,35,S.Heyer,T,1,5,0,0,1,False Start (1),3,2009
Washington,35,C.Horton,DB,1,47,0,0,0,Defensive Pass Interference (1),3,2009
Dallas,9,M.Colombo,T,1,10,0,0,0,Offensive Holding (1),3,2009
Detroit,11,C.Johnson,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
Buffalo,4,D.Bell,T,1,5,0,0,1,False Start (1),3,2009
Minnesota,21,J.Brinkley,LB,1,5,0,0,1,False Start (1),3,2009
Denver,10,E.Royal,WR,0,0,1,0,0,Unnecessary Roughness (1),3,2009
Miami,20,V.Carey,G,1,5,0,0,1,False Start (1),3,2009
Baltimore,3,E.Jones,DE,1,10,0,0,0,Offensive Holding (1),3,2009
Atlanta,2,B.Williams,DB,1,5,0,0,0,Illegal Contact (1),3,2009
Green Bay,12,J.Bush,CB,1,6,0,0,0,Offensive Holding (1),3,2009
Kansas City,16,B.Waters,G,1,5,0,0,1,False Start (1),3,2009
Philadelphia,27,M.Fokou,LB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Atlanta,2,C.Owens,DB,1,5,0,0,0,Illegal Touch Kick (1),3,2009
Cleveland,8,E.Barton,ILB,0,0,1,0,0,Illegal Contact (1),3,2009
St. Louis,32,C.Chamberlain,LB,1,10,0,0,0,Offensive Holding (1),3,2009
New Orleans,25,D.Sharper,FS,1,15,0,0,0,Unnecessary Roughness (1),3,2009
Chicago,6,D.Manning,SS,0,0,1,0,1,Defensive Offside (1),3,2009
Carolina,5,J.Beason,MLB,1,15,0,0,0,Unnecessary Roughness (1),3,2009
Kansas City,16,D.Washington,SS,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
Buffalo,4,J.Corto,DB,1,5,0,0,0,Illegal Touch Kick (1),3,2009
Kansas City,16,J.Charles,RB,1,5,0,0,0,Offside on Free Kick (1),3,2009
Atlanta,2,J.Snelling,FB,1,5,0,0,0,Ineligible Downfield Kick (1),3,2009
Tampa Bay,33,S.White,DE,1,5,0,0,1,Defensive Offside (1),3,2009
Indianapolis,14,G.Robinson,TE,0,0,1,0,0,Offensive Holding (1),3,2009
San Diego,29,K.Dielman,G,1,15,0,0,0,Unnecessary Roughness (1),3,2009
N.Y. Giants,22,K.Boss,TE,1,15,0,0,0,Clipping (1),3,2009
Buffalo,4,B.Scott,LB,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
San Francisco,30,B.Sims,T,1,5,0,0,1,False Start (1),3,2009
Cincinnati,7,A.Collins,T,1,5,0,0,1,Illegal Formation (1),3,2009
Dallas,9,S.Hurd,WR,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
St. Louis,32,D.Vobora,LB,1,5,0,0,0,Defensive Holding (1),3,2009
Dallas,9,F.Jones,RB,1,15,0,0,0,Tripping (1),3,2009
Atlanta,2,J.Anderson,DE,1,15,0,0,0,Roughing the Passer (1),3,2009
Baltimore,3,J.Gaither,T,1,10,0,0,0,Offensive Holding (1),3,2009
N.Y. Jets,23,A.Faneca,G,1,10,0,0,0,Offensive Holding (1),3,2009
Detroit,11,L.Cohen,DE,1,5,0,0,1,Encroachment (1),3,2009
Arizona,1,M.Gandy,T,1,10,0,0,0,Offensive Holding (1),3,2009
Arizona,1,K.Warner,QB,1,5,0,0,1,Delay of Game (1),3,2009
Oakland,26,C.Green,T,0,0,1,0,0,Offensive Holding (1),3,2009
Cincinnati,7,E.Mathis,G,1,5,0,0,1,False Start (1),3,2009
Jacksonville,15,M.Williams,G,1,5,0,0,1,False Start (1),3,2009
Kansas City,16,I.Ndukwe,G,1,10,0,0,0,Offensive Holding (1),3,2009
St. Louis,32,A.Barron,T,0,0,1,0,1,Illegal Formation (1),3,2009
Buffalo,4,Nic.Harris,OLB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Tampa Bay,33,C.Hovan,DT,1,5,0,0,0,Defensive Holding (1),3,2009
Buffalo,4,K.Mitchell,LB,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
San Diego,29,L.English,DE,1,5,0,0,1,Defensive Offside (1),3,2009
Cleveland,8,H.Fraley,C,0,0,1,0,0,Offensive Holding (1),3,2009
Cleveland,8,S.Heiden,TE,1,10,0,0,0,Offensive Holding (1),3,2009
Cleveland,8,A.Madison,DB,1,5,0,0,0,Offside on Free Kick (1),3,2009
Pittsburgh,28,D.Townsend,DB,1,5,0,0,0,Defensive Holding (1),3,2009
Detroit,11,K.Pearson,FS,1,6,0,0,0,Illegal Block Above the Waist (1),3,2009
Detroit,11,M.Ramirez,G,1,3,0,0,1,False Start (1),3,2009
Washington,35,M.Kelly,WR,1,5,0,0,1,Illegal Motion (1),3,2009
Washington,35,R.Cartwright,RB,1,9,0,0,0,Illegal Block Above the Waist (1),3,2009
Jacksonville,15,C.Ingram,LB,0,0,1,0,0,Illegal Contact (1),3,2009
Houston,13,E.Wilson,FS,1,15,0,0,0,Personal Foul (1),3,2009
San Francisco,30,M.Lewis,SS,1,5,0,0,0,Defensive Holding (1),3,2009
New England,24,T.Wheatley,DB,1,5,0,0,0,Player Out of Bounds on Punt (1),3,2009
Philadelphia,27,D.Howard,DE,1,5,0,0,1,Defensive Offside (1),3,2009
Kansas City,16,S.Ryan,TE,1,10,0,0,0,Offensive Pass Interference (1),3,2009
St. Louis,32,J.Laurinaitis,MLB,1,5,0,0,0,Defensive Holding (1),3,2009
Green Bay,12,B.Jones,LB,1,10,0,0,0,Offensive Holding (1),3,2009
Buffalo,4,J.Wendling,FS,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Buffalo,4,B.Moorman,P,0,0,1,0,1,Delay of Game (1),3,2009
New Orleans,25,J.Shockey,TE,1,10,0,0,0,Tripping (1),3,2009
Buffalo,4,J.Stupar,TE,1,10,0,0,0,Offensive Holding (1),3,2009
Buffalo,4,J.Scott,T,1,5,0,0,1,False Start (1),3,2009
Seattle,31,O.Mare,K,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
Seattle,31,N.Burleson,WR,1,5,0,0,1,False Start (1),3,2009
Seattle,31,P.Kerney,DE,1,15,0,0,0,Roughing the Passer (1),3,2009
Denver,10,K.Peterson,DE,1,5,0,0,1,Defensive Offside (1),3,2009
Denver,10,D.Reid,DE,1,5,0,0,0,Illegal Use of Hands (1),3,2009
Oakland,26,E.Pears,T,1,5,0,0,1,False Start (1),3,2009
Miami,20,T.Ginn,WR,1,5,0,0,1,False Start (1),3,2009
Miami,20,D.Thomas,G,1,5,0,0,1,False Start (1),3,2009
Indianapolis,14,D.Clark,TE,1,5,0,0,1,False Start (1),3,2009
Indianapolis,14,F.Keiaho,LB,1,6,0,0,0,Defensive Pass Interference (1),3,2009
Arizona,1,A.Rolle,DB,1,5,0,0,0,Face Mask (15 Yards) (1),3,2009
Dallas,9,M.White,DB,1,10,0,0,0,Offensive Holding (1),3,2009
Jacksonville,15,D.Smith,ILB,1,15,0,0,0,Roughing the Passer (1),3,2009
Baltimore,3,M.Clayton,WR,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
Jacksonville,15,A.Podlesh,P,1,5,0,0,1,Delay of Game (1),3,2009
Minnesota,21,E.Henderson,MLB,1,6,0,0,0,Roughing the Passer (1),3,2009
Denver,10,B.Marshall,WR,1,5,0,0,1,False Start (1),3,2009
Cincinnati,7,A.Whitworth,T,3,16,0,0,2,"False Start (2), Unnecessary Roughness (1)",4,2009
Kansas City,16,S.Ryan,TE,2,10,1,0,2,"False Start (2), Offensive Pass Interference (1)",4,2009
Oakland,26,E.Pears,T,2,10,1,0,2,"False Start (2), Offensive Holding (1)",4,2009
San Diego,29,A.Cromartie,DB,2,15,1,0,1,"Defensive Pass Interference (1), Defensive Offside (1), Defensive Holding (1)",4,2009
Baltimore,3,J.Flacco,QB,2,15,0,0,1,"Intentional Grounding (1), Delay of Game (1)",4,2009
Green Bay,12,C.Woodson,FS,2,7,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",4,2009
Dallas,9,J.Ratliff,DT,2,20,0,0,0,"Roughing the Passer (1), Defensive Holding (1)",4,2009
Washington,35,C.Rabach,C,2,25,0,0,0,"Offensive Holding (1), Chop Block (1)",4,2009
Indianapolis,14,T.Jennings,DB,2,8,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",4,2009
Oakland,26,C.Johnson,CB,2,15,0,0,0,"Unsportsmanlike Conduct (1), Defensive Holding (1)",4,2009
Pittsburgh,28,J.Harrison,OLB,2,31,0,0,1,"Defensive Pass Interference (1), Neutral Zone Infraction (1)",4,2009
Dallas,9,A.Gurode,C,1,10,1,0,0,"Offensive Holding (1), Tripping (1)",4,2009
Denver,10,R.Harris,T,2,10,0,0,2,False Start (2),4,2009
New England,24,A.Thomas,OLB,0,0,2,0,1,"Encroachment (1), Defensive Holding (1)",4,2009
Jacksonville,15,M.Williams,G,2,15,0,0,1,"Offensive Holding (1), Illegal Formation (1)",4,2009
Seattle,31,B.Frye,T,2,10,0,0,2,False Start (2),4,2009
Seattle,31,R.Willis,T,2,20,0,0,0,Offensive Holding (2),4,2009
Denver,10,P.Hillis,RB,2,14,0,0,0,"Offensive Holding (1), Illegal Block Above the Waist (1)",4,2009
St. Louis,32,J.Wade,DB,2,14,0,0,1,"Defensive Pass Interference (1), Illegal Formation (1)",4,2009
N.Y. Giants,22,D.Johnson,TE,1,5,0,1,1,"Illegal Shift (1), Unsportsmanlike Conduct (1)",4,2009
Washington,35,S.Moss,WR,1,5,0,0,1,False Start (1),4,2009
N.Y. Giants,22,C.Webster,CB,1,10,0,0,0,Defensive Pass Interference (1),4,2009
Pittsburgh,28,C.Kemoeatu,G,1,10,0,0,0,Offensive Holding (1),4,2009
Chicago,6,Z.Bowman,DB,1,18,0,0,0,Defensive Pass Interference (1),4,2009
N.Y. Giants,22,R.Seubert,G,1,10,0,0,0,Offensive Holding (1),4,2009
Minnesota,21,P.Loadholt,T,0,0,1,0,1,Illegal Formation (1),4,2009
Oakland,26,C.Morris,C,1,5,0,0,1,False Start (1),4,2009
Indianapolis,14,P.Garcon,WR,1,10,0,0,0,Offensive Pass Interference (1),4,2009
Detroit,11,A.Henry,CB,0,0,0,1,0,Horse Collar Tackle (1),4,2009
Chicago,6,R.Davis,WR,0,0,0,1,0,Illegal Crackback (1),4,2009
Cincinnati,7,P.Sims,DT,0,0,0,1,0,Unsportsmanlike Conduct (1),4,2009
Cleveland,8,B.Edwards,WR,0,0,0,1,0,Unsportsmanlike Conduct (1),4,2009
Cleveland,8,S.Rogers,DT,0,0,1,0,0,Defensive Holding (1),4,2009
Cleveland,8,B.McDonald,DB,0,0,1,0,0,Illegal Use of Hands (1),4,2009
Kansas City,16,T.Tyler,DT,0,0,0,1,0,Unnecessary Roughness (1),4,2009
San Francisco,30,S.Hill,QB,1,13,0,0,0,Intentional Grounding (1),4,2009
Green Bay,12,D.Bishop,LB,0,0,1,0,1,Defensive Offside (1),4,2009
Baltimore,3,F.Walker,DB,1,5,0,0,1,Encroachment (1),4,2009
Chicago,6,A.Brown,DE,1,13,0,0,0,Personal Foul (1),4,2009
Denver,10,M.Haggan,OLB,1,10,0,0,0,Defensive Holding (1),4,2009
Baltimore,3,C.Carr,DB,1,5,0,0,0,Illegal Contact (1),4,2009
Indianapolis,14,J.Saturday,C,1,10,0,0,0,Offensive Holding (1),4,2009
Denver,10,T.Scheffler,TE,1,10,0,0,0,Offensive Pass Interference (1),4,2009
Green Bay,12,S.Havner,TE,1,10,0,0,0,Offensive Holding (1),4,2009
Denver,10,R.Clady,T,1,10,0,0,0,Tripping (1),4,2009
Tampa Bay,33,Q.Black,OLB,1,10,0,0,0,Offensive Holding (1),4,2009
N.Y. Giants,22,M.Kiwanuka,DE,1,15,0,0,0,Face Mask (15 Yards) (1),4,2009
Miami,20,E.Walden,OLB,1,15,0,0,0,Face Mask (15 Yards) (1),4,2009
Baltimore,3,D.Mason,WR,1,10,0,0,0,Offensive Pass Interference (1),4,2009
Green Bay,12,B.Chillar,ILB,1,15,0,0,0,Taunting (1),4,2009
Cleveland,8,B.Costanzo,LB,1,15,0,0,0,Unnecessary Roughness (1),4,2009
New Orleans,25,J.Evans,G,1,10,0,0,0,Offensive Holding (1),4,2009
Green Bay,12,J.Kuhn,FB,1,10,0,0,0,Offensive Holding (1),4,2009
Jacksonville,15,R.Mathis,CB,1,5,0,0,0,Illegal Contact (1),4,2009
Chicago,6,I.Idonije,DE,0,0,1,0,1,Defensive Offside (1),4,2009
St. Louis,32,B.Bajema,TE,1,7,0,0,0,Illegal Block Above the Waist (1),4,2009
San Francisco,30,V.Davis,TE,1,10,0,0,0,Offensive Holding (1),4,2009
San Francisco,30,J.Morgan,WR,1,10,0,0,0,Offensive Pass Interference (1),4,2009
